Date,new_id,salinity,water,surv,live_leaves,green_leaves,notes
2026-06-17,1,0.8,wet,1,,,
2026-06-17,2,0.8,wet,1,,,
2026-06-17,3,0.8,wet,1,,,flower
2026-06-17,4,0.8,wet,1,,,
2026-06-17,5,0.8,wet,1,,,flower
2026-06-17,6,0.8,wet,1,,,
2026-06-17,7,0.8,wet,1,,,flower
2026-06-17,8,0.8,wet,1,,,
2026-06-17,9,0.8,wet,,,,
2026-06-17,10,0.8,wet,1,,,
2026-06-17,11,0.8,dry,1,,,
2026-06-17,12,0.8,dry,1,,,
2026-06-17,13,0.8,dry,1,,,
2026-06-17,14,0.8,dry,1,,,
2026-06-17,15,0.8,dry,1,,,dry flower
2026-06-17,16,0.8,dry,1,,,
2026-06-17,17,0.8,dry,1,,,half green half dead (sparse)
2026-06-17,18,0.8,dry,1,,,
2026-06-17,19,0.8,dry,1,,,
2026-06-17,20,0.8,dry,,,,
2026-06-17,21,4,wet,1,,,
2026-06-17,22,4,wet,1,,,close to dead (sparse)
2026-06-17,23,4,wet,,,,
2026-06-17,24,4,wet,1,,,
2026-06-17,25,4,wet,1,,,
2026-06-17,26,4,wet,1,,,
2026-06-17,27,4,wet,1,,,
2026-06-17,28,4,wet,1,,,
2026-06-17,29,4,wet,1,,,
2026-06-17,30,4,wet,1,,,
2026-06-17,31,4,dry,1,,,
2026-06-17,32,4,dry,1,,,
2026-06-17,33,4,dry,1,,,
2026-06-17,34,4,dry,1,,,flower
2026-06-17,35,4,dry,1,,,
2026-06-17,36,4,dry,1,,,dry flower
2026-06-17,37,4,dry,1,,,
2026-06-17,38,4,dry,1,,,
2026-06-17,39,4,dry,1,,,
2026-06-17,40,4,dry,1,,,
2026-06-17,41,7.5,wet,1,,,
2026-06-17,42,7.5,wet,1,,,
2026-06-17,43,7.5,wet,1,,,
2026-06-17,44,7.5,wet,1,,,
2026-06-17,45,7.5,wet,,,,
2026-06-17,46,7.5,wet,1,,,
2026-06-17,47,7.5,wet,1,,,
2026-06-17,48,7.5,wet,1,,,
2026-06-17,49,7.5,wet,1,,,
2026-06-17,50,7.5,wet,1,,,
2026-06-17,51,7.5,dry,1,,,
2026-06-17,52,7.5,dry,1,,,
2026-06-17,53,7.5,dry,1,,,
2026-06-17,54,7.5,dry,1,,,
2026-06-17,55,7.5,dry,1,,,
2026-06-17,56,7.5,dry,1,,,
2026-06-17,57,7.5,dry,1,,,sparse
2026-06-17,58,7.5,dry,1,,,
2026-06-17,59,7.5,dry,1,,,
2026-06-17,60,7.5,dry,1,,,
2026-06-17,61,11,wet,1,,,
2026-06-17,62,11,wet,1,,,
2026-06-17,63,11,wet,1,,,
2026-06-17,64,11,wet,1,,,flower
2026-06-17,65,11,wet,1,,,
2026-06-17,66,11,wet,1,,,
2026-06-17,67,11,wet,1,,,flower
2026-06-17,68,11,wet,1,,,
2026-06-17,69,11,wet,1,,,
2026-06-17,70,11,wet,1,,,
2026-06-17,71,11,dry,1,,,
2026-06-17,72,11,dry,1,,,
2026-06-17,73,11,dry,1,,,sparse
2026-06-17,74,11,dry,,,,
2026-06-17,75,11,dry,1,,,dry flower
2026-06-17,76,11,dry,1,,,sparse
2026-06-17,77,11,dry,1,,,"soil eroded out of bottom, soil level dropped"
2026-06-17,78,11,dry,1,,,
2026-06-17,79,11,dry,1,,,
2026-06-17,80,11,dry,1,,,
,,,,,,,
,,,survival data collected and entered by Jared and Rylan on 6/17,,,,
